stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
548570,99999,2013,12,28,27.4,24,7.0,24,1026.5,8,1016.8,4,8.0,16,5.6,24,11.7,999.9,37.4,17.6,0.0,0.0,0,0,0,0,0,0
411940,99999,2013,02,09,67.7,23,58.1,23,1017.0,8,1016.5,8,5.2,23,5.2,23,11.1,999.9,75.2,59.7,0.0,0.0,0,0,0,0,0,0
412170,99999,2013,01,01,66.6,24,48.6,24,1017.4,8,1014.4,8,5.5,24,7.3,24,13.0,999.9,78.3,57.4,0.0,0.0,0,0,0,0,0,0
256770,99999,2013,05,07,31.8,8,26.5,8,1013.9,8,1013.3,8,12.4,8,12.6,8,17.5,21.4,34.2,28.8,0.0,35.4,0,0,0,0,0,0
723860,23169,2013,03,18,68.9,24,8.0,24,1010.3,24,934.9,24,10.0,24,6.1,24,12.0,15.0,81.0,57.0,0.0,0.0,0,0,0,0,0,0
726798,24150,2013,06,13,66.2,24,45.8,24,1009.0,20,854.8,24,10.0,24,9.1,24,49.0,66.0,78.1,55.0,0.01,0.0,0,1,0,0,1,0
119780,99999,2013,05,19,64.9,24,51.7,24,1012.6,24,1000.1,24,28.4,15,3.2,24,7.8,999.9,79.0,46.9,0.0,0.0,0,0,0,0,0,0
477440,99999,2013,07,03,79.2,24,70.9,24,1002.3,24,1001.4,24,11.4,24,6.4,24,14.0,999.9,90.1,74.7,0.43,0.0,0,1,0,0,0,0
723870,03160,2013,12,10,31.3,24,0.0,24,1029.9,24,911.9,24,10.0,24,8.5,24,13.0,999.9,45.0,21.0,0.0,0.0,0,0,0,0,0,0
644010,99999,2013,11,15,81.1,15,69.5,15,1010.9,6,974.3,5,6.8,15,3.4,15,6.0,999.9,87.6,71.8,0.03,0.0,0,0,0,0,1,0
442290,99999,2013,06,21,52.9,6,48.6,6,1008.4,6,791.5,6,31.1,6,4.2,6,7.8,9.7,61.2,47.3,0.06,0.0,0,1,0,0,0,0
038270,99999,2013,04,02,39.4,24,26.4,24,1013.2,24,1006.9,24,12.6,24,8.9,24,15.9,29.9,47.3,31.8,0.0,0.0,0,0,0,0,0,0
246520,99999,2013,05,10,43.5,8,31.9,8,1006.9,8,995.2,8,25.6,8,6.6,8,9.7,999.9,50.7,37.0,0.03,0.0,0,0,0,0,0,0
544230,99999,2013,03,20,30.3,8,11.1,8,1021.2,8,969.0,4,17.1,8,4.6,8,9.7,999.9,39.4,15.4,0.0,0.0,0,0,0,0,0,0
742300,24037,2013,09,15,65.5,24,53.5,24,1020.0,20,927.7,24,10.0,24,9.1,24,13.0,18.1,78.1,57.0,0.35,0.0,0,0,0,0,0,0
725520,14935,2013,07,29,64.5,24,59.8,24,1016.0,22,950.5,24,8.0,24,6.2,24,12.0,15.9,75.9,51.1,0.38,0.0,0,1,0,0,0,0
028050,99999,2013,09,20,52.4,24,45.9,24,1018.4,24,1005.5,24,24.7,24,5.3,24,9.7,999.9,57.7,48.2,0.0,0.0,0,0,0,0,0,0
722053,12841,2013,06,17,80.8,24,74.9,24,1017.6,15,1013.7,24,9.2,24,5.2,24,14.0,18.1,88.0,75.0,0.9,0.0,1,1,0,0,1,0
071000,99999,2013,06,08,55.0,24,50.3,24,1015.5,24,1007.4,24,6.0,8,21.2,24,26.0,35.9,58.5,53.2,0.0,0.0,0,0,0,0,0,0
043390,99999,2013,10,10,26.5,24,20.3,24,1007.4,24,998.3,24,30.9,24,9.7,24,20.0,999.9,28.6,23.4,0.02,0.0,0,0,0,0,0,0
356710,99999,2013,02,09,6.7,14,1.9,14,1046.0,7,999.6,7,5.5,14,9.3,14,13.6,999.9,15.8,-3.5,0.0,4.3,0,0,0,0,0,0
725200,94823,2013,07,29,64.5,24,51.4,24,1019.2,24,975.4,24,10.0,24,5.5,24,14.0,18.1,73.9,54.0,0.01,0.0,0,0,0,0,0,0
722700,23044,2013,11,12,58.3,24,35.9,24,1023.7,24,890.8,24,10.0,24,9.0,24,15.0,21.0,78.1,46.0,0.0,0.0,0,0,0,0,0,0
124850,99999,2013,09,11,55.0,24,52.5,24,1014.2,24,992.0,5,4.0,24,4.9,24,7.8,999.9,60.8,50.0,0.0,0.0,0,1,0,0,0,0
307640,99999,2013,09,16,42.7,8,32.8,8,1014.7,8,938.1,8,21.7,8,4.6,8,9.7,999.9,56.5,27.7,0.0,0.0,0,0,0,0,0,0
408560,99999,2013,09,09,80.1,24,21.0,24,1003.6,4,861.0,4,7.2,6,3.8,24,12.0,999.9,99.0,59.2,0.0,0.0,0,0,0,0,0,0
702740,25331,2013,12,26,-0.9,24,-5.3,24,1006.7,24,996.8,24,10.0,24,0.1,24,2.9,999.9,9.0,-16.1,0.0,0.0,0,0,0,0,0,0
762430,99999,2013,02,17,60.2,14,41.3,14,1022.6,6,992.9,6,11.3,14,7.2,14,14.0,999.9,74.1,39.2,0.0,0.0,0,0,0,0,0,0
970080,99999,2013,11,03,78.8,8,74.5,8,1008.3,8,1007.2,8,5.5,8,2.4,8,8.0,999.9,85.3,73.8,0.0,0.0,0,1,0,0,0,0
843700,99999,2013,08,25,74.9,16,69.2,16,1012.3,5,1008.6,5,6.2,14,0.0,5,999.9,999.9,79.5,71.4,0.0,0.0,0,0,0,0,0,0
309570,99999,2013,11,16,14.5,8,6.7,8,1025.7,8,933.8,8,31.1,4,3.1,7,7.8,999.9,29.3,3.9,0.0,1.2,0,0,1,0,0,0
281380,99999,2013,08,02,61.2,8,54.6,8,1007.1,8,954.0,8,18.2,8,9.0,8,9.7,21.4,67.8,56.5,0.0,0.0,0,0,0,0,0,0
725146,54773,2013,07,14,77.2,24,69.1,24,1024.9,24,1007.7,24,9.4,24,2.5,24,6.0,999.9,87.1,68.0,0.0,0.0,0,0,0,0,0,0
261410,99999,2013,12,25,38.3,8,34.8,8,1001.4,8,986.7,8,15.6,8,12.1,8,15.5,25.3,40.3,35.6,0.02,0.0,0,0,0,0,0,0
408360,99999,2013,02,06,46.3,8,23.2,8,1024.9,8,825.9,8,9.2,8,3.2,8,7.8,999.9,66.6,30.2,0.0,0.0,0,0,0,0,0,0
245880,99999,2013,03,14,-28.7,8,-35.7,8,1020.3,8,938.4,8,31.1,8,1.7,8,3.9,999.9,-8.1,-46.1,0.0,6.7,0,0,0,0,0,0
722440,12918,2013,05,10,71.9,24,67.5,24,1013.0,16,1011.0,24,8.4,24,7.1,24,17.1,27.0,78.1,64.4,0.93,0.0,1,1,0,0,1,0
725305,94892,2013,03,27,35.6,24,23.5,24,1025.7,24,997.3,24,10.0,24,6.5,24,11.1,999.9,42.1,27.0,0.0,0.0,0,0,0,0,0,0
259410,99999,2013,03,08,-0.9,4,-4.9,4,999.0,4,997.1,4,9.9,4,7.3,4,7.8,999.9,4.3,-7.1,0.03,9.1,0,0,0,0,0,0
362290,99999,2013,10,03,40.6,8,27.8,7,1020.3,8,906.2,8,31.1,8,2.4,8,5.8,999.9,46.2,33.3,0.0,0.0,0,0,0,0,0,0
307770,99999,2013,03,06,16.7,8,-1.4,8,1007.9,7,941.8,8,12.4,8,10.7,8,21.4,999.9,33.1,-4.2,0.0,5.9,0,0,0,0,0,0
104180,99999,2013,07,20,62.5,15,55.9,15,1021.4,15,976.1,15,14.6,15,4.4,15,5.8,999.9,70.7,55.8,0.0,0.0,0,0,0,0,0,0
141220,99999,2013,03,24,30.4,8,28.7,8,1018.6,8,998.3,8,1.7,4,7.8,8,13.6,999.9,32.7,28.4,0.11,2.0,0,0,1,0,0,0
723280,03894,2013,02,23,39.1,24,30.2,24,1016.4,23,996.2,24,10.0,24,4.8,24,8.0,999.9,48.0,32.0,0.01,0.0,0,0,0,0,0,0
838270,99999,2013,02,05,75.9,24,61.1,24,1009.6,4,982.3,4,7.3,24,3.8,24,7.0,999.9,93.2,60.8,0.0,0.0,0,0,0,0,0,0
949070,99999,2013,02,05,67.3,16,58.1,16,1018.2,16,1017.2,16,9.8,4,5.3,16,14.0,999.9,82.2,53.1,0.0,0.0,0,0,0,0,0,0
309750,99999,2013,11,25,1.1,8,-1.6,8,1017.3,8,949.3,8,19.4,8,2.2,8,3.9,999.9,15.3,-13.4,0.0,0.8,0,0,1,0,0,0
477760,99999,2013,11,27,53.0,24,41.4,24,1013.4,24,999.9,24,19.0,24,7.3,24,12.0,999.9,58.3,42.3,0.0,0.0,0,1,0,0,0,0
727856,94176,2013,12,08,8.8,24,-2.6,24,1031.1,23,956.2,24,9.6,24,2.0,24,7.0,999.9,19.0,3.0,0.0,0.0,0,0,1,0,0,0
724530,13969,2013,05,29,75.9,24,65.9,24,1005.1,22,970.5,24,10.0,24,15.9,24,24.1,39.0,82.0,71.1,0.0,0.0,0,1,0,0,0,0
612960,99999,2013,06,22,83.0,8,73.5,8,1009.9,8,971.2,8,6.2,8,2.5,8,4.1,999.9,93.4,73.6,0.0,0.0,0,0,0,0,0,0
722090,03875,2013,01,10,60.9,24,60.6,24,1028.3,24,1026.4,24,6.8,24,3.4,24,9.9,999.9,68.2,53.6,0.09,0.0,1,1,0,0,0,0
471590,99999,2013,05,15,65.4,8,55.2,8,1014.4,8,1006.2,8,7.1,8,8.2,8,9.9,999.9,74.5,57.4,0.0,0.0,0,0,0,0,0,0
725020,14734,2013,08,08,74.9,24,69.6,24,1017.5,18,1016.5,24,9.2,24,6.3,24,12.0,19.0,84.0,69.1,0.07,0.0,0,1,0,0,1,0
021010,99999,2013,02,02,10.2,24,8.0,24,993.1,24,936.9,24,17.2,24,0.3,24,3.9,999.9,18.1,-2.9,0.0,0.0,0,0,1,0,0,0
987510,99999,2013,02,26,76.6,8,69.5,8,1011.3,8,944.2,8,13.6,8,1.7,8,3.9,999.9,87.8,62.6,0.0,0.0,0,0,0,0,0,0
722049,92805,2013,04,04,76.3,24,70.4,24,1016.3,23,1015.5,24,9.6,24,12.4,24,27.0,51.1,84.0,68.0,0.0,0.0,0,1,0,0,0,0
033920,99999,2013,02,09,35.3,24,34.5,24,1017.9,24,1017.5,24,6.7,24,5.5,24,8.0,999.9,44.2,30.7,0.05,0.0,0,0,0,0,0,0
724390,93822,2013,12,29,31.2,24,24.7,24,1015.3,24,992.5,24,9.4,24,12.7,24,18.1,26.0,55.0,19.0,0.0,0.0,0,0,0,0,0,0
719570,99999,2013,04,08,-6.0,24,-18.3,24,1016.2,24,1007.1,4,14.0,24,4.9,24,8.9,999.9,1.4,-11.2,0.0,0.0,0,0,0,0,0,0
507270,99999,2013,01,13,-12.3,8,-20.9,8,1031.8,8,899.3,4,18.3,8,1.5,8,1.9,999.9,2.8,-29.9,0.0,0.0,0,0,1,0,0,0
471880,99999,2013,03,19,58.4,8,55.0,8,1011.4,8,1009.3,8,2.9,8,5.9,8,11.1,999.9,62.2,43.9,0.0,0.0,0,1,0,0,0,0
722747,93084,2013,01,16,31.0,24,-4.1,24,1028.9,24,915.7,24,10.0,24,4.6,24,8.0,999.9,53.1,15.1,0.0,0.0,0,0,0,0,0,0
260580,99999,2013,06,16,58.9,8,47.7,8,1011.7,8,1011.0,8,21.2,8,4.1,8,7.8,29.1,70.0,46.9,0.02,0.0,0,0,0,0,0,0
171100,99999,2013,04,13,63.2,15,54.5,15,1019.0,15,1009.6,15,12.4,15,9.3,15,15.9,999.9,68.9,57.0,0.0,0.0,0,0,0,0,0,0
483810,99999,2013,07,20,83.0,24,76.0,24,1003.2,8,981.8,8,6.6,24,3.4,24,8.0,999.9,91.8,77.0,0.0,0.0,0,1,0,0,0,0
722350,03940,2013,04,26,61.2,24,45.1,24,1024.9,24,1013.0,24,10.0,24,5.2,24,9.9,999.9,79.0,46.0,0.0,0.0,0,0,0,0,0,0
726685,94052,2013,02,14,30.5,24,23.1,24,1014.9,15,953.6,24,9.0,24,14.0,24,22.9,38.1,39.9,21.2,0.0,2.0,0,0,1,0,0,0
262270,99999,2013,09,16,59.3,8,53.7,8,1003.9,8,1003.6,8,11.9,8,13.8,8,19.4,999.9,62.2,56.8,0.04,0.0,0,1,0,0,0,0
725640,24018,2013,07,18,75.0,24,48.7,24,1014.0,23,816.1,24,10.0,24,9.5,24,22.9,32.1,89.1,55.9,0.0,0.0,0,0,0,0,1,0
703400,25506,2013,06,06,49.0,24,38.2,24,1012.8,24,1006.8,24,10.0,24,7.4,24,14.0,21.0,62.1,37.0,0.0,0.0,0,0,0,0,0,0
036280,99999,2013,05,01,49.7,23,36.1,23,1024.7,23,1017.5,23,16.3,23,5.0,23,8.9,999.9,60.8,36.5,0.0,0.0,0,0,0,0,0,0
516560,99999,2013,04,30,75.8,8,33.8,8,1008.4,8,906.7,4,18.6,8,6.6,8,9.7,999.9,83.8,69.4,0.0,0.0,0,0,0,0,0,0
372790,99999,2013,12,27,41.5,8,28.7,8,1023.6,8,1009.0,8,12.0,8,1.9,6,1.9,999.9,59.5,32.2,0.0,0.0,0,0,0,0,0,0
723429,53920,2013,07,18,84.6,24,66.7,24,1020.1,24,1006.2,24,10.0,22,1.4,24,6.0,999.9,100.9,71.1,0.0,0.0,0,0,0,0,0,0
225630,99999,2013,03,30,23.2,8,9.1,8,1016.5,8,1012.9,8,19.0,8,6.1,8,11.7,999.9,33.8,10.6,0.0,21.7,0,0,0,0,0,0
484260,99999,2013,11,16,78.6,8,70.5,8,1012.3,8,1011.0,8,6.2,8,4.2,8,7.0,999.9,84.6,74.5,0.0,0.0,0,1,0,0,0,0
764230,99999,2013,11,04,64.2,8,55.4,8,1007.2,8,812.7,8,14.8,8,4.7,5,7.8,999.9,79.7,49.3,0.0,0.0,0,0,0,0,0,0
722354,13927,2013,06,13,80.9,24,72.9,24,1015.1,23,1003.6,24,10.0,24,6.1,24,12.0,999.9,91.9,73.0,0.0,0.0,0,0,0,0,0,0
747760,03818,2013,03,24,70.6,24,60.8,24,1002.7,16,998.7,24,7.9,24,8.9,24,15.9,25.1,84.9,55.0,0.5,0.0,0,1,0,0,1,0
724666,93067,2013,03,28,45.8,24,28.9,24,1017.8,24,821.7,24,10.0,24,6.1,23,13.0,20.0,62.1,32.0,0.0,0.0,0,0,0,0,0,0
722057,12854,2013,01,03,64.8,24,60.5,24,1018.7,12,1016.8,24,7.1,24,3.9,24,13.0,999.9,71.1,57.9,0.0,0.0,1,0,0,0,0,0
025890,99999,2013,06,05,53.1,24,49.0,24,1022.7,24,1020.6,24,27.7,24,5.3,24,7.8,999.9,62.4,45.9,0.0,0.0,0,1,0,0,0,0
800350,99999,2013,03,17,81.1,14,72.2,14,1013.4,4,1012.9,4,8.2,14,8.3,14,15.0,999.9,86.0,74.8,0.0,0.0,0,0,0,0,0,0
014000,99999,2013,04,25,41.3,24,39.1,24,1019.1,24,1012.7,16,15.4,7,10.3,24,15.5,999.9,42.8,40.6,0.0,0.0,0,1,0,0,0,0
475970,99999,2013,01,24,35.6,23,30.6,23,1007.2,23,963.8,23,7.4,23,4.1,23,9.9,999.9,43.7,27.0,0.0,0.0,1,1,1,0,0,0
724620,23061,2013,03,18,35.2,24,9.3,24,1010.6,24,765.0,24,10.0,24,8.5,24,25.1,34.0,55.9,15.1,0.0,0.0,0,0,0,0,0,0
229170,99999,2013,06,28,69.7,8,65.0,8,1019.2,8,1018.2,8,28.0,8,2.7,8,3.9,999.9,76.3,63.9,0.0,0.0,0,0,0,0,0,0
727740,24135,2013,01,10,30.0,24,21.2,24,1003.8,13,816.4,24,5.7,23,8.0,24,15.9,24.1,39.0,15.1,0.0,0.0,1,0,1,0,0,0
723150,03812,2013,02,12,46.6,24,26.4,24,1017.1,24,940.4,24,10.0,24,7.6,24,22.9,27.0,59.0,39.9,0.03,0.0,0,0,0,0,0,0
724338,13802,2013,09,18,72.0,24,66.6,24,1017.6,15,1001.0,24,9.0,24,4.0,24,9.9,999.9,87.8,56.7,0.4,0.0,0,1,0,0,0,0
718630,99999,2013,07,20,59.3,24,54.5,22,1016.8,22,948.4,4,14.0,24,8.7,24,13.0,40.0,81.5,51.6,0.0,0.0,0,1,0,0,0,0
724689,03026,2013,04,19,35.8,24,17.5,24,1019.8,24,872.2,24,10.0,24,13.3,24,22.0,29.9,59.0,19.0,0.01,0.0,0,0,0,0,0,0
071450,99999,2013,10,23,60.7,23,54.5,23,1006.8,23,986.5,23,15.4,23,7.3,23,13.0,999.9,65.7,56.7,0.03,0.0,0,1,0,0,0,0
303850,99999,2013,05,02,46.4,8,29.5,8,1012.7,8,962.0,8,31.1,8,0.5,8,1.9,999.9,65.3,28.4,0.0,0.0,0,0,0,0,0,0
478140,99999,2013,07,14,82.6,24,71.4,24,1015.1,24,1005.6,24,24.1,24,3.4,24,11.1,999.9,93.2,76.3,0.0,0.0,0,1,0,0,0,0
322150,99999,2013,12,31,28.3,8,20.6,8,992.7,7,990.1,8,7.5,8,7.5,8,13.6,23.3,30.0,26.1,0.12,0.0,0,0,1,0,0,0
023270,99999,2013,03,06,23.7,24,14.3,24,1008.2,24,963.9,24,28.2,24,10.2,24,25.3,999.9,36.3,7.5,0.0,0.0,0,0,0,0,0,0
351080,99999,2013,09,13,57.6,24,50.4,24,1020.8,4,1016.4,4,4.9,16,3.7,23,5.8,999.9,72.3,44.6,0.0,0.0,1,1,0,0,0,0
156260,99999,2013,03,11,52.3,8,44.5,8,999.6,8,981.2,8,12.4,8,0.7,8,5.8,999.9,67.6,36.3,0.0,0.0,0,0,0,0,0,0
747810,13857,2013,07,12,76.5,24,72.5,24,1012.8,15,1004.3,23,9.9,24,4.9,24,15.9,21.0,82.9,69.8,0.79,0.0,0,1,0,0,0,0
321210,99999,2013,12,09,20.5,8,15.7,8,1012.3,8,1010.0,8,7.0,8,5.6,8,11.7,17.5,23.5,9.9,0.03,0.0,0,0,1,0,0,0
889630,99999,2013,11,17,28.4,8,20.2,8,989.4,8,986.3,8,4.9,8,5.4,8,14.0,999.9,34.9,21.9,0.03,0.8,0,0,1,0,0,0
722358,93919,2013,04,15,65.8,24,62.6,24,1010.8,13,996.4,24,6.3,24,3.5,24,11.1,999.9,81.0,57.0,0.26,0.0,1,1,0,0,0,0
973200,99999,2013,12,28,81.2,6,76.4,6,1007.5,6,1006.2,6,6.0,6,1.5,6,8.0,999.9,88.2,68.4,0.0,0.0,0,1,0,0,0,0
443480,99999,2013,02,02,9.3,8,-3.2,8,1025.1,8,864.3,8,6.2,4,8.7,8,13.6,999.9,20.5,-9.2,0.0,0.8,0,0,0,0,0,0
123990,99999,2013,11,24,41.2,24,41.0,24,1010.0,24,993.1,24,2.7,24,3.2,24,7.8,999.9,43.3,39.7,0.0,0.0,1,1,0,0,0,0
060740,99999,2013,02,11,28.9,22,23.7,22,1016.9,22,1009.8,22,20.0,22,8.9,22,13.0,999.9,32.2,24.6,0.0,0.0,0,0,1,0,0,0
723418,13977,2013,07,06,79.7,24,61.8,24,1014.4,24,1000.3,24,9.3,24,3.9,24,7.0,14.0,93.0,63.0,0.0,0.0,0,0,0,0,0,0
028760,99999,2013,02,17,27.5,20,26.8,20,1016.9,20,1016.3,20,7.6,20,7.9,20,11.7,999.9,30.9,22.8,0.0,0.0,0,0,1,0,0,0
303720,99999,2013,12,07,-13.4,8,-17.2,8,1031.4,8,935.9,8,31.1,8,0.5,4,1.9,999.9,-8.3,-24.7,0.0,2.0,0,0,0,0,0,0
471430,99999,2013,03,16,51.7,8,10.4,8,1022.9,8,1015.1,8,13.6,8,3.7,8,8.0,999.9,66.4,38.5,0.0,0.0,0,0,0,0,0,0
917650,61705,2013,02,20,80.8,24,74.2,24,1009.0,24,1008.7,24,10.4,24,5.1,24,12.8,999.9,90.0,76.1,0.15,0.0,0,1,0,0,0,0
711080,24288,2013,10,28,54.6,24,28.0,24,1016.9,24,1009.5,4,21.7,24,16.0,24,22.0,32.1,59.2,45.9,0.0,0.0,0,0,0,0,0,0
285860,99999,2013,09,02,65.8,8,52.9,8,1016.0,8,1002.2,8,10.1,8,4.4,8,7.8,999.9,76.8,51.1,0.02,0.0,0,0,0,0,0,0
122800,99999,2013,09,23,54.1,23,46.8,23,1006.9,23,991.6,23,24.6,23,11.5,23,17.5,999.9,59.9,48.4,0.12,0.0,0,1,0,0,0,0
256770,99999,2013,03,04,-2.2,8,-5.0,8,1002.0,8,1000.9,8,4.0,8,7.8,8,15.5,21.4,6.8,-13.0,0.42,37.0,0,0,1,0,0,0
343360,99999,2013,01,01,29.5,8,27.6,8,1019.5,8,1008.9,8,5.4,8,1.2,8,1.9,999.9,31.1,14.2,0.07,0.4,0,0,1,0,0,0
341520,99999,2013,05,12,69.6,8,42.8,8,1012.0,8,993.6,8,31.1,8,3.9,8,5.8,999.9,84.7,51.6,0.0,0.0,0,0,0,0,0,0
727845,24163,2013,03,12,54.4,24,41.0,24,1021.2,24,1006.4,24,10.0,24,8.1,24,17.1,26.0,64.9,46.9,0.0,0.0,0,0,0,0,0,0
030440,99999,2013,11,22,38.8,24,35.9,24,1021.9,24,1011.7,24,20.6,24,4.0,24,8.0,999.9,45.5,24.8,0.02,0.0,0,1,0,0,0,0
718310,99999,2013,09,22,40.6,24,36.3,24,1015.6,24,986.8,4,10.4,24,8.8,24,12.0,999.9,48.2,35.6,0.06,0.0,0,1,1,0,0,0
014920,99999,2013,01,25,10.7,24,8.1,24,1017.2,24,1004.6,24,12.5,6,2.2,24,5.8,999.9,15.1,6.8,0.0,2.8,0,0,1,0,0,0
442430,99999,2013,03,27,13.8,8,-0.2,8,1033.4,8,946.4,8,31.1,4,3.2,8,5.8,999.9,22.6,0.7,0.0,0.0,0,0,0,0,0,0
029810,99999,2013,12,05,38.5,8,33.5,8,986.8,8,985.8,8,23.3,8,23.8,8,27.2,999.9,41.0,34.3,0.04,0.0,0,1,0,0,0,0
725434,54789,2013,05,07,58.3,24,47.4,13,1020.2,23,952.6,24,10.0,24,6.8,24,13.0,18.1,70.0,46.0,0.0,0.0,0,0,0,0,0,0
943460,99999,2013,01,03,92.1,16,51.2,16,1006.6,16,985.2,16,24.9,4,10.3,16,15.9,999.9,106.7,70.9,0.0,0.0,0,0,0,0,0,0
234180,99999,2013,03,20,-10.6,8,-20.3,8,1030.6,8,1022.4,8,10.9,8,1.9,8,5.8,999.9,9.7,-30.3,0.0,29.1,0,0,0,0,0,0
407080,99999,2013,06,04,62.9,8,53.1,8,1004.2,8,861.7,8,6.4,8,4.9,8,15.5,999.9,72.3,54.3,0.0,0.0,0,0,0,0,0,0
433710,99999,2013,10,06,82.1,8,73.0,8,1010.4,8,1003.2,8,3.9,8,2.4,8,6.0,999.9,92.1,75.2,0.0,0.0,0,0,0,0,0,0
375530,99999,2013,05,06,68.8,8,49.5,8,1014.1,8,952.8,8,31.1,5,2.4,8,3.9,999.9,81.7,56.1,0.0,0.0,0,0,0,0,0,0
723890,93193,2013,08,23,80.6,24,50.6,24,1009.7,24,998.2,24,10.0,24,7.1,24,14.0,999.9,100.0,64.9,0.0,0.0,0,0,0,0,0,0
134930,99999,2013,03,31,52.9,8,42.2,8,1004.6,8,925.4,8,11.7,8,7.3,8,11.7,31.1,58.6,44.1,0.2,0.0,0,1,0,0,1,0
027890,99999,2013,03,27,14.4,8,6.4,8,1018.5,8,996.9,8,24.1,8,3.2,8,7.8,999.9,32.9,-11.7,0.0,23.2,0,0,1,0,0,0
725830,24128,2013,03,31,56.7,24,26.2,24,1013.6,24,867.3,24,9.5,24,11.8,24,20.0,28.0,72.0,46.9,0.0,0.0,0,1,0,0,0,0
029260,99999,2013,08,08,64.8,24,60.6,24,1013.4,24,1012.2,24,9.4,24,3.5,23,7.8,999.9,72.9,57.0,0.0,0.0,1,1,0,0,0,0
911620,22501,2013,10,12,77.4,24,68.9,24,1015.6,24,1015.0,24,10.0,24,3.7,24,7.0,999.9,82.9,69.1,0.0,0.0,0,0,0,0,0,0
474350,99999,2013,02,13,19.8,24,15.9,24,1019.6,24,1017.3,24,7.4,24,3.9,24,7.0,999.9,23.5,12.7,0.0,0.0,0,0,1,0,0,0
029650,99999,2013,06,26,76.0,24,62.5,24,1015.7,24,1006.6,24,14.4,24,1.8,24,5.8,999.9,87.4,59.0,0.0,0.0,0,0,0,0,0,0
475840,99999,2013,06,15,70.3,24,67.6,24,1009.7,24,991.9,24,10.7,7,3.6,24,6.0,999.9,75.7,64.2,1.1,0.0,0,1,0,0,0,0
723150,03812,2013,04,08,58.2,24,44.4,24,1019.1,15,943.0,16,10.0,24,6.0,24,17.1,24.1,73.4,43.0,0.0,0.0,0,0,0,0,0,1
303720,99999,2013,04,16,14.4,8,6.3,8,1019.9,8,930.8,8,31.1,8,6.9,7,11.7,999.9,21.7,4.5,0.0,0.0,0,0,0,0,0,1
911820,22521,2013,11,09,77.4,24,67.7,24,1012.8,24,1012.3,24,9.9,24,6.5,24,12.0,21.0,84.9,72.0,0.0,0.0,0,1,0,0,0,1
984400,99999,2013,05,21,81.0,8,77.2,8,1010.3,8,1009.8,8,11.3,8,4.6,8,9.7,999.9,86.4,74.5,0.31,0.0,0,1,0,0,1,1
788580,99999,2013,09,12,84.6,16,75.2,16,1010.8,5,1005.2,5,9.8,16,11.0,16,15.0,999.9,87.8,80.6,0.01,0.0,0,0,0,0,0,1
722116,12873,2013,06,19,84.1,24,73.8,24,1016.4,21,1016.1,24,10.0,24,4.8,24,9.9,999.9,91.9,78.1,0.03,0.0,0,1,0,0,1,1
726505,04845,2013,09,12,68.9,24,61.3,24,1015.3,21,988.8,24,8.9,24,5.7,24,13.0,22.9,79.0,57.2,0.04,0.0,1,0,0,0,0,1
783100,99999,2013,08,12,81.0,6,76.3,6,1016.7,6,1015.7,6,8.3,6,999.9,0,999.9,999.9,91.6,74.8,0.0,0.0,0,0,0,0,1,1
723096,93727,2013,08,08,80.0,24,73.8,24,1018.2,18,1017.0,24,9.0,24,3.6,24,12.0,17.1,88.0,66.9,0.57,0.0,0,1,0,0,0,1
969330,99999,2013,04,28,84.2,8,76.7,8,1010.8,8,1010.5,8,5.9,8,6.8,8,15.9,999.9,91.4,78.1,0.12,0.0,0,1,0,0,0,1
912180,41414,2013,07,20,80.1,24,75.5,24,1008.6,24,987.9,23,9.5,24,2.5,24,8.0,999.9,86.5,75.4,0.65,0.0,1,1,0,0,0,1
010280,99999,2013,07,10,41.6,24,39.0,24,1002.8,24,1000.8,24,4.6,24,15.1,24,17.5,999.9,42.8,40.8,0.05,0.0,1,1,0,0,0,1
722015,12850,2013,07,10,81.2,24,73.1,24,1017.5,21,1016.8,24,9.9,24,4.8,24,9.9,999.9,87.1,73.9,0.13,0.0,0,1,0,0,1,1
720735,73805,2013,08,21,77.1,24,72.2,24,1020.2,20,1016.6,24,9.4,24,4.1,24,20.0,26.0,91.9,71.1,0.04,0.0,0,1,0,0,1,1
722116,12873,2013,07,08,82.5,24,73.6,24,1020.0,20,1019.5,24,10.0,23,4.8,23,9.9,15.0,91.9,78.1,0.15,0.0,0,1,0,0,1,1
722066,03853,2013,09,12,80.6,24,71.9,24,1016.2,20,1016.2,23,10.0,24,5.4,24,13.0,999.9,88.0,73.9,0.0,0.0,0,1,0,0,1,1
011670,99999,2013,02,14,30.2,8,21.6,8,1020.7,8,1020.2,8,43.1,8,7.0,8,9.7,999.9,36.5,25.9,0.0,0.0,0,0,0,0,0,1
655850,99999,2013,01,25,82.7,10,75.8,10,1011.5,7,1007.4,7,6.4,10,999.9,0,999.9,999.9,91.0,77.0,0.0,0.0,0,0,0,0,1,1
717250,99999,2013,02,21,5.6,24,1.9,24,1021.4,24,977.5,7,5.0,24,11.0,24,15.0,22.0,12.2,1.4,0.02,24.0,0,1,1,0,0,1
965590,99999,2013,01,10,80.0,6,74.8,6,1008.5,6,1004.7,6,3.0,6,2.0,6,7.0,999.9,88.5,73.8,0.0,0.0,0,1,0,0,0,1
