stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
871550,99999,2011,07,25,72.9,24,61.2,24,1012.3,7,1006.2,7,6.3,24,10.1,24,22.0,28.9,84.9,60.3,0.0,0.0,0,0,0,0,0,0
310880,99999,2011,11,06,10.4,8,0.0,8,1008.2,8,1007.5,8,31.1,8,6.1,8,7.8,999.9,15.6,3.2,0.0,0.0,0,0,0,0,0,0
471590,99999,2011,06,01,66.6,8,60.4,8,1011.0,8,1002.9,8,6.2,8,6.2,8,9.9,999.9,71.8,59.4,0.0,0.0,0,0,0,0,0,0
722540,13904,2011,01,02,40.3,24,19.5,24,1027.5,24,1008.8,23,10.0,24,5.1,24,9.9,999.9,57.9,25.0,0.0,0.0,0,0,0,0,0,0
655220,99999,2011,06,04,83.3,8,73.2,8,1009.2,8,976.7,7,9.3,8,3.3,8,8.0,999.9,91.4,77.9,0.0,0.0,0,0,0,0,1,0
224380,99999,2011,08,24,52.1,7,44.9,7,1022.4,7,1020.3,7,13.0,7,2.6,6,3.9,999.9,58.8,43.2,0.0,0.0,0,0,0,0,0,0
488230,99999,2011,12,20,66.5,8,57.4,8,1018.0,8,1017.7,8,6.5,8,1.9,8,5.8,999.9,73.0,54.9,0.0,0.0,0,0,0,0,0,0
483550,99999,2011,08,31,82.2,8,76.1,8,1004.9,8,983.3,8,6.1,8,1.3,8,4.1,999.9,91.0,74.7,0.1,0.0,0,1,0,0,1,0
080150,99999,2011,11,19,55.2,6,48.1,6,1008.9,6,969.2,6,8.2,6,2.8,6,4.1,999.9,61.7,52.2,0.0,0.0,0,1,0,0,0,0
722677,03027,2011,01,16,32.7,24,19.3,24,1017.9,24,783.0,24,10.0,24,13.6,24,27.0,34.0,48.9,21.0,0.0,0.0,0,0,0,0,0,0
317020,99999,2011,01,18,-0.1,6,-6.5,6,1021.6,6,985.8,6,7.2,6,0.3,6,1.9,999.9,6.8,-11.4,0.0,18.1,0,0,1,0,0,0
724230,93821,2011,06,22,74.8,24,67.7,24,1009.2,22,992.1,24,10.0,24,9.7,24,18.1,22.9,82.9,69.8,0.34,0.0,0,0,0,0,0,1
614990,99999,2011,08,21,87.2,5,76.0,5,1009.0,5,984.2,5,6.2,5,0.8,5,4.1,999.9,93.2,82.9,0.0,0.0,0,1,0,0,0,1
432370,99999,2011,04,28,86.0,8,67.3,8,1003.5,8,965.2,8,3.9,8,10.2,8,16.9,999.9,103.6,74.1,0.02,0.0,0,1,0,0,1,1
920760,99999,2011,08,04,78.1,4,75.9,4,1009.1,4,1008.6,4,17.2,4,6.0,4,9.9,999.9,79.2,76.1,0.94,0.0,0,1,0,0,1,1
719400,99999,2011,06,18,56.8,24,50.8,24,1009.6,24,931.1,4,20.7,24,4.1,24,13.0,15.0,67.6,42.6,0.01,0.0,1,1,0,0,0,1
912320,41418,2011,10,19,80.7,24,75.1,24,1012.9,23,1003.1,24,9.8,24,7.3,23,11.1,999.9,86.0,78.1,0.15,0.0,0,1,0,0,0,1
612850,99999,2011,05,06,96.4,8,62.8,8,1006.2,8,991.7,8,6.1,8,3.5,8,12.0,999.9,110.5,86.9,0.0,0.0,0,0,0,0,0,1
116520,99999,2011,08,04,67.5,24,60.0,24,1015.2,24,988.6,24,9.3,24,2.8,24,11.7,999.9,79.0,57.7,0.0,0.0,0,1,0,0,1,1
723403,13963,2011,04,20,63.1,24,56.3,24,1015.0,20,1005.2,24,7.6,24,7.8,24,31.1,44.1,84.9,55.0,0.38,0.0,0,1,1,0,1,1
747686,13820,2011,05,24,82.0,24,73.8,24,1014.8,24,1013.5,24,10.0,24,10.6,24,15.0,19.0,87.6,78.4,0.0,0.0,0,0,0,0,0,1
162140,99999,2011,10,27,63.3,4,60.6,4,1018.7,4,1018.2,4,6.2,4,3.0,4,4.1,999.9,68.7,58.6,0.47,0.0,0,0,0,0,0,1
484500,99999,2011,05,24,88.1,8,74.6,8,1005.9,8,1002.7,8,5.6,8,0.5,8,4.1,999.9,100.4,77.0,0.07,0.0,0,1,0,0,0,1
655990,99999,2011,03,09,83.6,9,79.0,9,1007.6,7,1000.3,7,6.1,9,999.9,0,999.9,999.9,89.6,79.7,0.0,0.0,0,0,0,0,1,1
746930,93737,2011,04,16,67.3,23,58.0,23,1012.8,20,1002.7,23,9.6,23,10.2,23,36.9,69.0,76.1,62.1,0.0,0.0,0,1,0,0,1,1
961950,99999,2011,11,03,79.2,5,74.6,5,1008.9,5,1005.3,5,5.6,5,4.0,5,7.0,999.9,88.5,74.1,0.0,0.0,0,1,0,0,0,1
011670,99999,2011,11,06,49.3,8,40.3,8,1014.2,8,1013.8,8,27.8,8,8.7,8,13.6,999.9,54.5,44.6,0.19,0.0,0,1,0,0,0,1
722115,12871,2011,06,25,81.0,24,73.0,24,1013.9,22,1013.2,24,9.6,24,6.3,24,12.0,21.0,88.0,73.4,0.51,0.0,0,1,0,0,0,1
670050,99999,2011,01,12,81.5,17,74.5,17,1009.3,8,1008.5,8,7.6,13,4.6,17,9.9,12.0,85.3,77.4,0.02,0.0,0,1,0,0,0,1
649100,99999,2011,03,01,82.2,24,77.7,24,1008.7,8,1007.8,8,7.0,24,2.5,24,7.0,999.9,90.3,76.8,0.28,0.0,0,0,0,0,1,1
722010,12836,2011,04,03,79.0,24,73.1,24,1017.6,23,1017.2,24,10.0,24,6.0,24,12.0,15.0,84.0,73.0,0.0,0.0,0,1,0,0,0,1
612300,99999,2011,09,23,83.2,8,71.8,8,1009.3,7,982.6,8,6.2,8,5.0,8,12.0,999.9,95.4,72.5,0.16,0.0,0,0,0,0,1,1
722015,12850,2011,08,26,87.8,24,76.0,24,1009.4,21,1009.0,24,9.9,24,9.6,24,15.0,22.9,93.0,82.9,0.23,0.0,0,1,0,0,0,1
012450,99999,2011,08,20,50.2,24,48.2,24,1010.8,24,942.0,24,14.8,4,3.2,24,7.8,999.9,55.4,45.7,0.1,0.0,0,1,0,0,0,1
744910,14703,2011,08,01,75.4,24,65.2,24,1012.2,24,1002.3,18,9.9,24,3.0,24,12.0,15.0,89.6,62.1,0.0,0.0,0,1,0,0,1,1
485600,99999,2011,09,03,80.1,8,73.6,8,1009.4,8,1008.9,8,4.9,8,1.0,8,2.9,999.9,88.7,75.2,0.36,0.0,0,0,0,0,0,1
489480,99999,2011,06,03,81.5,4,78.0,4,1008.8,4,987.9,4,7.3,4,2.9,4,3.9,999.9,87.8,78.8,0.43,0.0,0,1,0,0,0,1
911820,22521,2011,05,03,76.1,24,68.1,24,1017.1,19,1016.5,24,9.8,24,6.6,24,18.1,22.9,86.0,71.1,0.09,0.0,0,1,0,0,1,1
646620,99999,2011,04,11,78.8,4,73.3,4,1005.3,4,956.2,4,9.3,4,1.5,4,6.0,999.9,93.4,72.5,0.0,0.0,0,0,0,0,0,1
722316,12958,2011,09,22,78.5,20,71.1,20,1015.9,18,1016.0,20,8.8,20,3.0,20,13.0,19.0,88.0,70.0,0.06,0.0,0,1,0,0,1,1
723105,03858,2011,04,16,69.9,24,57.7,24,1010.1,24,1001.1,24,9.6,24,13.3,24,20.0,39.0,80.1,64.4,0.13,0.0,0,1,0,0,1,1
633340,99999,2011,01,02,63.3,4,49.1,4,1007.8,4,761.2,4,10.9,4,6.8,4,9.7,999.9,66.9,52.7,0.0,0.0,0,0,0,0,0,1
747950,12867,2011,01,26,64.7,23,55.8,23,1013.6,22,1013.1,23,9.6,23,13.0,23,21.0,22.9,69.8,60.8,1.06,0.0,1,1,0,0,0,1
722026,12826,2011,04,05,78.2,22,70.7,22,1015.3,22,1015.0,22,9.7,22,7.6,22,26.0,34.0,87.1,67.3,0.18,0.0,0,1,0,0,1,1
386110,99999,2011,02,23,32.5,24,29.4,24,1024.0,5,965.6,5,4.3,24,8.5,24,15.5,999.9,39.4,24.8,0.12,0.0,1,1,1,0,0,1
788580,99999,2011,11,25,82.1,15,75.4,15,1013.7,4,1008.1,4,10.4,15,8.5,15,13.0,999.9,86.5,75.6,0.0,0.0,0,1,0,0,0,1
724955,93227,2011,02,19,41.8,24,38.5,24,1005.3,12,1004.8,24,9.5,24,5.1,24,11.1,999.9,45.0,39.0,0.67,0.0,0,1,0,0,0,1
788580,99999,2011,08,28,83.7,17,76.6,17,1014.4,4,1008.8,4,10.2,17,7.5,17,11.1,999.9,87.8,80.1,0.0,0.0,0,0,0,0,0,1
649100,99999,2011,06,24,77.7,24,75.1,24,1012.8,7,1011.9,7,5.7,24,2.1,24,8.0,999.9,83.5,75.2,0.0,0.0,0,1,0,0,1,1
722115,12871,2011,08,14,84.1,24,75.0,24,1013.2,24,1012.4,24,10.0,24,5.1,24,9.9,999.9,91.9,77.0,0.0,0.0,0,0,0,0,0,1
718420,99999,2011,08,16,71.6,24,61.8,24,1010.7,24,966.0,4,15.0,24,6.1,24,15.9,23.9,82.6,57.6,0.0,0.0,0,1,0,0,1,1
912120,41415,2011,09,06,81.8,24,76.1,24,1010.2,20,1001.8,24,9.9,24,2.8,24,8.0,999.9,87.1,77.0,0.0,0.0,0,0,0,0,0,1
116520,99999,2011,06,21,62.9,24,58.7,24,1016.0,23,989.1,23,10.9,24,4.1,24,11.7,29.9,72.1,55.8,0.01,0.0,0,1,0,0,1,1
787190,99999,2011,07,24,68.6,9,57.8,9,1012.3,5,836.5,5,9.3,9,11.1,9,14.0,999.9,74.3,58.6,0.02,0.0,0,0,0,0,0,1
722340,13865,2011,04,27,74.1,24,68.7,24,1003.1,15,992.8,24,8.9,24,13.6,24,24.1,34.0,84.9,60.8,1.18,0.0,1,1,0,0,1,1
722977,93184,2011,12,15,52.6,24,44.8,24,1022.5,22,1020.4,24,7.7,24,1.6,24,7.0,999.9,62.1,43.0,0.01,0.0,0,0,0,0,0,1
722310,12916,2011,06,26,84.9,24,73.3,24,1014.8,23,1013.8,24,9.5,24,4.2,24,8.9,999.9,93.9,75.9,0.06,0.0,0,1,0,0,1,1
722010,12836,2011,05,09,80.0,24,70.1,24,1014.6,22,1013.9,24,10.0,24,3.2,24,11.1,14.0,86.0,75.0,0.0,0.0,0,0,0,0,0,1
960730,99999,2011,10,26,77.7,8,74.2,8,1008.2,8,1007.0,8,3.7,8,0.0,8,999.9,999.9,87.8,72.7,1.81,0.0,0,1,0,0,0,1
719400,99999,2011,07,21,54.7,24,47.8,24,1007.7,24,929.0,4,21.7,24,5.5,24,15.0,25.1,68.0,48.7,0.02,0.0,0,1,0,0,0,1
986440,99999,2011,11,10,84.0,8,77.5,8,1010.1,8,1009.2,8,9.3,8,2.7,8,5.8,999.9,93.9,79.2,0.0,0.0,0,0,0,0,0,1
962370,99999,2011,10,19,78.9,8,75.1,8,1007.9,8,1003.7,8,3.9,8,3.1,8,9.9,999.9,88.3,74.7,1.65,0.0,0,1,0,0,1,1
788620,99999,2011,09,29,79.9,24,75.3,24,1009.4,8,1007.1,8,9.5,24,6.2,24,14.0,999.9,87.1,74.7,0.0,0.0,0,1,0,0,1,1
788580,99999,2011,06,06,82.4,15,75.6,15,1013.9,4,1008.3,4,10.3,15,7.6,15,12.0,999.9,88.9,74.1,0.07,0.0,0,1,0,0,1,1
973000,99999,2011,04,02,82.1,8,76.2,8,1007.4,8,1004.1,8,7.0,8,1.7,8,5.1,999.9,87.4,74.5,0.0,0.0,0,0,0,0,0,1
610450,99999,2011,07,18,89.7,8,65.8,8,1007.6,8,959.7,8,9.3,8,5.5,8,8.0,999.9,102.7,81.5,0.0,0.0,0,0,0,0,0,1
862550,99999,2011,02,23,74.6,6,71.6,6,1007.7,6,1000.0,6,12.4,6,2.2,6,5.1,999.9,89.6,72.5,3.15,0.0,0,0,0,0,1,1
976300,99999,2011,10,31,79.3,8,72.7,8,1006.4,8,990.4,8,9.0,8,5.4,8,15.0,999.9,87.4,70.5,0.0,0.0,0,0,0,0,0,1
911820,22521,2011,04,07,72.7,24,65.4,24,1015.6,23,1015.1,24,9.8,24,4.9,24,13.0,20.0,81.0,64.9,0.47,0.0,0,1,0,0,1,1
789880,99999,2011,02,01,79.8,24,71.0,24,1014.8,7,1013.2,4,10.7,24,11.9,24,15.9,999.9,84.7,74.8,0.0,0.0,0,0,0,0,0,1
845010,99999,2011,09,16,61.2,23,56.9,23,1014.9,4,1012.2,4,5.2,23,8.5,23,12.0,999.9,66.6,58.8,0.0,0.0,0,0,0,0,0,1
489550,99999,2011,08,08,78.4,8,75.8,8,1006.2,8,994.5,8,6.3,8,5.6,8,15.5,999.9,82.0,75.2,0.59,0.0,0,1,0,0,1,1
655160,99999,2011,09,10,79.2,7,73.9,7,1010.4,7,980.0,7,8.0,7,0.3,7,1.9,999.9,89.8,73.4,0.59,0.0,0,0,0,0,1,1
722650,23023,2011,12,10,34.0,24,30.0,24,1029.9,20,928.4,24,5.5,24,7.0,24,11.1,999.9,50.0,30.0,0.0,0.0,0,0,0,0,0,1
385990,99999,2011,02,02,48.0,8,33.8,8,1010.8,8,960.1,8,2.2,8,10.2,8,17.5,999.9,52.9,46.2,0.0,0.0,0,1,0,0,0,1
649100,99999,2011,10,28,79.7,24,74.5,24,1011.5,8,1010.6,8,6.5,24,2.9,24,9.9,999.9,90.1,73.4,0.0,0.0,0,1,0,0,1,1
144450,99999,2011,07,26,71.9,20,59.1,20,1011.6,20,996.9,20,25.5,20,5.7,20,9.7,999.9,77.7,65.3,0.0,0.0,0,0,0,0,0,1
964650,99999,2011,01,03,79.7,18,76.7,18,1007.1,8,1003.8,8,8.4,18,3.3,18,6.0,999.9,88.5,75.2,0.0,0.0,0,1,0,0,1,1
485570,99999,2011,11,14,78.1,8,75.2,8,1011.7,8,1008.2,8,4.3,8,0.0,8,999.9,999.9,85.1,73.4,0.0,0.0,0,0,0,0,0,1
969330,99999,2011,11,17,85.4,8,75.8,8,1008.8,8,1008.4,8,6.1,8,3.5,8,12.0,999.9,94.3,78.1,0.0,0.0,0,0,0,0,0,1
912850,21504,2011,02,28,73.0,24,66.5,24,1014.1,18,1013.2,24,9.6,24,3.3,24,8.9,999.9,81.0,66.2,0.74,0.0,0,1,0,0,0,1
845010,99999,2011,11,15,64.8,24,59.9,24,1013.2,8,1010.5,8,5.2,24,7.4,24,9.9,999.9,68.5,62.1,0.0,0.0,0,0,0,0,0,1
718770,25110,2011,07,14,63.0,24,48.1,20,1006.3,20,884.0,4,29.7,24,7.3,24,14.0,29.9,72.5,50.0,0.0,0.0,0,1,0,0,1,1
744915,14775,2011,06,01,74.8,24,64.3,24,1017.4,20,1006.3,24,8.7,24,7.5,24,21.0,31.1,91.0,64.0,0.0,0.0,0,1,0,0,1,1
788580,99999,2011,04,17,78.8,18,69.1,18,1012.5,6,1007.0,6,11.4,18,7.9,18,11.1,999.9,85.3,71.8,0.02,0.0,0,0,0,0,0,1
717090,99999,2011,09,10,55.7,18,47.3,18,1005.9,18,1002.2,4,16.9,18,14.5,18,22.0,27.0,59.0,51.8,0.01,0.0,0,1,0,0,0,1
442420,99999,2011,08,20,74.5,8,47.3,8,1006.4,8,922.2,8,12.4,5,2.7,8,7.8,999.9,93.2,53.6,0.0,0.0,0,0,0,0,0,1
703160,25624,2011,09,10,48.0,24,45.5,24,1022.4,20,1018.6,24,8.7,24,4.0,24,18.1,999.9,52.0,45.0,0.03,0.0,0,0,0,0,0,1
616870,99999,2011,10,09,85.9,22,76.4,21,1009.3,8,1003.7,8,6.3,22,4.5,22,8.0,999.9,95.0,74.8,0.0,0.0,0,0,0,0,1,1
789880,99999,2011,03,03,77.1,24,70.2,24,1012.5,8,1010.9,5,11.0,24,8.8,24,12.0,999.9,82.4,71.6,0.2,0.0,0,1,0,0,0,1
723405,03930,2011,04,20,62.3,24,55.8,24,1015.2,19,1003.0,24,9.3,24,6.8,24,28.9,38.1,86.4,55.0,0.3,0.0,0,1,0,1,1,1
785263,11641,2011,10,18,80.2,24,73.2,24,1012.4,23,1012.3,24,9.3,24,3.5,24,11.1,22.9,87.1,73.9,0.04,0.0,0,1,0,0,0,1
972400,99999,2011,10,21,83.9,6,74.8,6,1009.1,6,1006.9,6,5.4,6,4.1,6,9.9,999.9,90.7,76.6,0.0,0.0,0,0,0,0,0,1
787080,99999,2011,09,03,84.9,24,74.0,24,1010.1,8,1006.7,8,6.8,24,7.7,24,12.0,999.9,98.6,76.5,0.0,0.0,0,0,0,0,1,1
248170,99999,2011,10,08,37.5,8,32.8,8,1014.9,8,979.3,7,26.4,4,4.6,8,7.8,999.9,44.4,30.7,0.04,0.0,0,1,0,0,0,1
722280,13876,2011,04,27,74.5,24,65.6,24,1005.1,15,983.3,24,9.2,23,12.4,24,29.9,49.0,82.0,64.4,0.73,0.0,1,1,0,0,1,1
724230,93821,2011,06,23,76.2,24,66.0,24,1007.1,21,990.0,24,9.1,24,11.0,24,24.1,35.0,84.9,66.0,2.73,0.0,1,1,0,0,1,1
973720,99999,2011,11,19,82.0,8,77.9,8,1008.8,8,996.8,8,6.3,8,1.3,8,6.0,999.9,88.9,75.4,1.06,0.0,0,0,0,0,0,1
722680,23009,2011,09,16,65.1,24,59.8,24,1013.5,14,891.0,24,10.0,24,8.6,24,15.9,25.1,79.0,59.0,0.18,0.0,0,1,0,0,1,1
785263,11641,2011,09,19,79.5,24,73.7,24,1013.3,22,1013.1,24,10.0,24,4.7,24,12.0,999.9,84.9,75.0,0.05,0.0,0,1,0,0,1,1
747570,93874,2011,10,15,68.1,24,55.2,24,1017.2,24,1016.3,24,10.0,24,1.8,24,6.0,999.9,87.1,53.1,0.0,0.0,0,0,0,0,0,1
370180,99999,2011,09,10,66.4,7,54.4,7,1016.9,7,1009.6,7,11.5,7,3.9,7,5.8,999.9,74.5,57.9,0.0,0.0,0,1,0,0,0,1
783180,99999,2011,09,06,86.6,7,73.9,7,1011.3,7,1011.1,7,7.8,7,1.7,7,3.9,999.9,92.5,82.4,0.0,0.0,0,0,0,0,1,1
655630,99999,2011,08,27,78.9,6,74.2,6,1013.3,6,989.4,6,6.0,6,5.7,6,9.9,999.9,86.0,73.2,0.2,0.0,0,1,0,0,1,1
653060,99999,2011,06,04,85.2,5,71.1,5,1008.1,5,975.7,5,6.2,5,6.4,5,9.9,999.9,98.2,75.6,0.0,0.0,0,0,0,0,1,1
969250,99999,2011,04,16,80.9,8,76.1,8,1010.0,8,1009.5,8,9.2,8,0.6,8,2.9,999.9,86.5,75.2,0.0,0.0,0,0,0,0,1,1
800280,99999,2011,04,04,83.6,24,74.7,24,1009.0,6,1005.5,6,6.3,24,10.0,24,20.0,999.9,89.6,80.6,0.0,0.0,0,0,0,0,0,1
727530,14914,2011,08,14,70.3,24,60.7,24,1016.5,22,984.0,24,9.0,24,4.8,24,17.1,20.0,82.4,57.2,0.0,0.0,0,0,0,0,0,1
966450,99999,2011,11,27,82.1,8,78.4,8,1006.3,8,1003.1,8,3.6,8,2.7,8,5.1,999.9,93.9,75.9,0.02,0.0,0,1,0,0,1,1
722210,13858,2011,09,15,77.3,24,72.3,23,1014.7,20,1011.3,24,8.8,24,4.0,24,15.0,26.0,88.7,71.1,0.89,0.0,0,1,0,0,1,1
789820,99999,2011,02,10,80.3,21,72.3,21,1011.8,7,1011.4,5,13.5,21,12.4,21,16.9,27.0,87.6,74.8,0.1,0.0,0,1,0,0,0,1
432840,99999,2011,10,10,80.1,8,74.5,8,1010.5,8,999.0,8,2.5,8,5.4,8,9.9,999.9,89.6,73.6,0.16,0.0,0,1,0,1,1,1
722580,13960,2011,05,25,80.6,24,60.1,24,1004.6,19,987.0,24,9.2,24,11.8,24,32.1,41.0,93.0,72.0,1.51,0.0,0,1,1,1,1,1
722103,12895,2011,12,30,60.0,24,55.3,24,1019.6,23,1018.8,24,9.9,24,2.5,24,7.0,999.9,73.0,48.9,0.0,0.0,0,0,0,0,0,1
723350,13877,2011,03,21,61.8,24,47.3,24,1022.5,24,969.1,24,10.0,24,7.0,24,17.1,20.0,75.2,52.0,0.0,0.0,0,0,0,0,0,1
479270,99999,2011,08,22,82.6,24,76.8,24,1008.8,22,1004.1,22,11.4,17,4.1,24,7.0,19.0,88.5,77.0,0.2,0.0,0,1,0,0,1,1
702735,26409,2011,01,08,16.5,24,10.0,24,1034.7,13,1028.5,24,1.4,24,1.3,24,5.1,999.9,19.9,10.4,0.0,3.1,1,0,0,0,0,1
316240,99999,2011,07,11,68.0,6,64.0,6,1009.4,6,986.4,5,25.9,6,0.6,6,1.9,999.9,80.1,62.1,0.0,0.0,1,0,0,0,1,1
722066,03853,2011,09,22,80.5,24,73.0,24,1017.6,19,1017.2,24,9.7,24,4.2,24,14.0,20.0,87.1,75.0,0.01,0.0,0,1,0,0,1,1
960150,99999,2011,11,19,80.4,7,75.9,7,1008.5,7,1007.8,7,4.9,7,3.0,7,7.0,999.9,88.5,70.3,0.2,0.0,0,1,0,0,0,1
723930,93214,2011,12,12,49.5,24,45.2,24,1009.0,16,996.0,24,9.2,24,3.1,24,7.0,999.9,52.0,46.4,0.12,0.0,0,1,0,0,0,1
483150,99999,2011,08,29,83.6,8,75.2,8,1006.3,8,979.8,8,5.5,8,0.0,8,999.9,999.9,94.3,76.1,0.0,0.0,0,0,0,0,0,1
724035,13773,2011,04,27,69.2,24,63.5,24,1012.8,17,1012.0,24,9.8,24,10.7,24,27.0,28.9,75.9,64.4,0.0,0.0,0,1,0,0,1,1
965570,99999,2011,09,12,79.2,6,76.6,6,1009.4,6,1004.4,6,3.2,6,1.7,6,5.1,999.9,85.6,75.9,0.12,0.0,0,1,0,0,0,1
961090,99999,2011,03,13,83.0,17,75.0,17,1007.2,8,1003.3,8,5.7,17,0.8,17,7.0,999.9,91.9,73.4,0.0,0.0,0,0,0,0,0,1
971820,99999,2011,10,29,81.4,8,75.4,8,1007.0,8,1006.6,8,7.6,8,4.6,8,8.9,999.9,89.6,75.6,0.02,0.0,0,1,0,0,1,1
648600,99999,2011,04,27,94.3,7,68.9,7,1005.4,6,979.3,6,10.8,7,7.6,6,9.9,999.9,105.1,83.3,0.0,0.0,0,0,0,0,0,1
971920,99999,2011,11,28,80.1,8,76.7,8,1008.9,8,1003.1,8,5.0,8,2.7,8,15.0,999.9,89.6,75.6,0.83,0.0,0,1,0,0,0,1
612850,99999,2011,10,04,85.0,8,75.5,8,1011.2,8,996.3,8,6.2,8,1.0,8,4.1,999.9,96.1,74.8,0.0,0.0,0,0,0,0,1,1
874180,99999,2011,01,13,84.0,24,55.7,24,999.4,7,923.4,7,7.3,24,3.4,24,7.0,999.9,97.0,69.8,0.0,0.0,0,0,0,0,1,1
443730,99999,2011,07,23,75.8,8,47.1,8,996.5,8,844.6,8,31.1,8,4.9,8,15.5,23.3,88.7,64.0,0.0,0.0,0,1,0,0,0,1
973720,99999,2011,12,04,80.6,8,77.1,8,1007.4,8,995.4,8,5.7,8,1.9,8,8.9,999.9,89.2,75.9,0.12,0.0,0,1,0,1,1,1
655050,99999,2011,10,09,81.5,8,72.3,8,1008.9,8,975.7,8,8.5,8,4.5,8,12.0,999.9,97.2,75.2,0.0,0.0,0,0,0,0,1,1
912320,41418,2011,01,17,80.2,24,74.5,24,1011.5,24,1004.2,24,10.0,24,4.2,24,12.0,999.9,84.9,75.9,0.0,0.0,0,0,0,0,0,1
912320,41418,2011,07,10,81.6,23,76.4,23,1009.7,23,1002.3,23,9.7,23,2.9,23,9.9,999.9,86.0,78.1,0.26,0.0,0,1,0,0,0,1
649100,99999,2011,08,02,76.0,24,74.7,24,1012.1,7,1011.2,8,5.0,24,2.6,24,6.0,999.9,80.6,74.3,11.81,0.0,0,1,0,0,1,1
717060,99999,2011,09,25,66.0,24,61.0,21,1013.3,21,1008.4,4,7.3,24,7.0,24,13.0,18.1,77.0,60.1,0.05,0.0,1,1,0,0,0,1
981340,99999,2011,05,19,77.2,8,74.6,8,1010.8,8,991.8,8,7.1,8,7.5,8,11.7,999.9,80.2,73.2,0.45,0.0,0,1,0,0,0,1
788660,99999,2011,10,21,82.2,24,72.3,24,1010.2,5,1009.7,5,11.6,24,8.4,24,13.0,15.0,87.8,77.0,0.01,0.0,0,1,0,0,0,1
722115,12871,2011,06,24,83.4,24,72.6,24,1013.7,23,1012.8,24,10.0,24,6.0,24,11.1,999.9,91.0,73.9,0.0,0.0,0,0,0,0,0,1
655160,99999,2011,10,09,78.7,6,73.6,6,1008.9,6,978.7,6,6.7,6,1.4,6,4.1,999.9,96.1,74.5,0.16,0.0,0,1,0,0,1,1
968390,99999,2011,01,11,77.7,7,74.1,7,1004.7,7,1004.0,7,2.9,7,11.4,7,20.0,999.9,85.3,74.1,1.57,0.0,0,1,0,0,1,1
653190,99999,2011,08,01,78.1,7,73.4,7,1010.2,7,959.0,7,6.2,7,1.7,7,4.1,999.9,88.0,71.2,0.04,0.0,0,0,0,0,1,1
724560,13996,2011,05,21,71.1,24,61.2,24,1005.5,17,974.4,24,9.9,24,8.1,24,15.9,25.1,84.9,62.1,0.41,0.0,1,1,0,0,1,1
722315,53917,2011,07,15,80.1,24,76.2,24,1010.5,16,1011.1,24,9.2,24,8.4,24,17.1,999.9,82.9,77.0,0.4,0.0,1,1,0,0,1,1
722286,93806,2011,04,27,74.6,24,65.8,24,1003.7,10,997.4,24,8.9,24,12.3,24,40.0,62.0,84.0,62.1,0.78,0.0,1,1,0,0,1,1
874670,99999,2011,11,28,72.3,8,65.6,8,1011.2,8,998.1,8,10.8,8,7.9,8,18.1,999.9,87.8,62.8,0.91,0.0,0,1,0,0,1,1
248170,99999,2011,06,20,59.6,8,45.5,8,1007.6,8,973.6,8,31.1,7,2.4,8,7.8,999.9,71.2,38.1,0.0,0.0,1,0,0,0,0,1
722515,12926,2011,02,24,71.2,24,67.4,24,1009.2,17,1008.8,24,8.3,24,14.0,24,20.0,26.0,79.0,68.0,0.0,0.0,0,0,0,0,0,1
064580,99999,2011,08,23,67.7,12,64.0,12,1013.1,4,998.5,4,3.5,12,7.6,12,25.1,999.9,78.1,62.1,0.51,0.0,0,1,0,0,1,1
649100,99999,2011,06,08,80.9,24,77.0,24,1012.8,6,1011.8,6,6.8,24,3.7,24,9.9,999.9,86.9,77.0,0.0,0.0,0,1,0,0,1,1
718420,99999,2011,08,17,67.3,24,51.4,24,1008.0,24,962.6,4,14.9,24,10.8,24,16.9,29.9,78.6,58.8,0.17,0.0,0,1,0,0,1,1
011670,99999,2011,03,30,27.8,8,24.6,8,1007.8,8,1007.4,8,15.5,8,5.1,8,7.8,999.9,33.4,24.1,0.35,0.0,0,0,1,0,0,1
151500,99999,2011,01,07,23.4,24,22.7,24,1026.9,9,1002.8,9,0.5,24,9.2,24,15.9,999.9,26.6,20.1,0.0,2.8,1,0,1,0,0,1
610430,99999,2011,07,25,79.0,11,67.6,11,1008.0,8,964.7,8,6.4,11,9.3,11,14.0,999.9,84.2,73.2,0.08,0.0,0,0,0,0,1,1
722020,12839,2011,06,24,83.4,24,72.8,24,1015.0,23,1014.0,24,9.9,24,4.8,24,12.0,24.1,91.9,73.9,0.0,0.0,0,1,0,0,1,1
965250,99999,2011,08,19,82.1,8,75.5,8,1009.4,8,1008.7,8,5.0,8,4.0,8,12.0,999.9,93.2,75.2,0.0,0.0,0,0,0,0,0,1
788580,99999,2011,06,15,84.6,16,76.6,16,1015.2,5,1009.6,5,10.4,16,9.1,16,15.0,999.9,90.1,75.2,0.24,0.0,0,1,0,0,1,1
976000,99999,2011,01,18,84.2,6,76.6,6,1008.0,6,1007.4,6,6.1,6,2.0,6,5.1,999.9,90.3,76.3,0.0,0.0,0,1,0,0,0,1
966550,99999,2011,10,17,81.3,8,74.3,8,1011.3,8,1007.8,8,4.6,8,1.7,8,5.1,999.9,93.2,73.4,0.79,0.0,0,0,0,0,0,1
